borrower_id,age,occupation,monthly_income,income_consistency_score,utility_delay_days,debt_to_income_ratio,active_loans,upi_transactions,previous_default,loan_status
BORR00386,34,Freelancer,62531.34,87,1,0.173,1,102,1,1
BORR00387,38,Driver,15912.79,76,1,0.244,0,198,0,1
BORR00388,51,Kirana Owner,51468.46,68,1,0.275,0,108,0,1
BORR00389,33,Kirana Owner,62067.79,91,1,0.371,1,171,0,1
BORR00390,46,Small Business Owner,41145.07,69,1,0.36,0,200,0,1
BORR00391,32,Small Business Owner,73619.03,87,1,0.271,0,128,0,1
BORR00392,38,Kirana Owner,70723.2,76,5,0.25,0,194,0,1
BORR00393,29,Kirana Owner,37543.15,84,2,0.298,1,171,0,1
BORR00394,41,Driver,24576.46,69,1,0.212,0,148,0,1
BORR00395,60,Driver,22725.22,68,0,0.095,1,170,0,1
BORR00396,44,Kirana Owner,55112.16,86,0,0.241,2,195,0,1
BORR00397,54,Delivery Partner,27997.8,93,0,0.271,0,187,0,1
BORR00398,28,Delivery Partner,36654.13,90,0,0.186,1,156,0,1
BORR00399,53,Freelancer,34088.13,81,1,0.308,2,212,0,1
BORR00400,43,Kirana Owner,70328.24,67,1,0.186,1,214,0,1
BORR00401,33,Small Business Owner,63409.44,46,3,0.457,1,79,0,1
BORR00402,34,Driver,21131.81,97,0,0.16,0,172,0,1
BORR00403,34,Kirana Owner,33909.59,73,0,0.255,1,187,0,1
BORR00404,36,Driver,26155.03,91,1,0.257,2,94,0,1
BORR00405,58,Kirana Owner,50680.24,84,0,0.3,0,124,0,1
BORR00406,59,Driver,21986.92,57,0,0.226,0,190,1,1
BORR00407,46,Driver,18457.9,76,0,0.353,1,157,0,1
BORR00408,46,Kirana Owner,27937.82,51,2,0.874,3,121,1,0
BORR00409,21,Kirana Owner,36528.49,61,2,0.28,1,167,0,1
BORR00410,52,Small Business Owner,32016.7,59,10,0.72,2,57,0,0
BORR00411,35,Delivery Partner,29964.54,67,1,0.23,0,201,0,1
BORR00412,41,Driver,22147.57,92,0,0.298,1,92,0,1
BORR00413,38,Delivery Partner,23165.46,70,0,0.24,0,157,0,1
BORR00414,50,Freelancer,15651.51,82,1,0.257,1,157,0,1
BORR00415,33,Driver,31588.59,70,2,0.272,0,166,0,1
BORR00416,44,Small Business Owner,41601.98,71,0,0.215,1,183,0,1
BORR00417,50,Kirana Owner,65251.34,76,1,0.02,1,165,0,1
BORR00418,22,Kirana Owner,51120.84,79,1,0.246,0,134,0,1
BORR00419,39,Delivery Partner,22641.71,78,1,0.23,0,160,0,1
BORR00420,45,Delivery Partner,33924.16,61,1,0.288,2,154,0,0
BORR00421,34,Small Business Owner,53026.31,87,2,0.189,0,174,1,1
BORR00422,26,Driver,30562.47,93,1,0.182,0,194,0,1
BORR00423,32,Delivery Partner,14059.51,77,9,0.636,1,94,0,0
BORR00424,40,Driver,31603.81,77,0,0.25,2,109,1,1
BORR00425,43,Kirana Owner,47772.04,52,8,0.539,3,64,0,0
BORR00426,50,Kirana Owner,35286.24,84,0,0.28,0,184,0,1
BORR00427,50,Freelancer,55432.25,78,2,0.301,0,152,0,1
BORR00428,58,Driver,21212.9,74,1,0.221,0,181,0,0
BORR00429,50,Driver,28805.7,78,2,0.239,0,106,0,1
BORR00430,50,Delivery Partner,25301.89,50,7,0.92,2,89,1,0
BORR00431,56,Delivery Partner,22118.69,42,7,0.572,3,69,0,0
BORR00432,54,Kirana Owner,33735.8,93,0,0.242,0,169,0,1
BORR00433,36,Freelancer,41696.51,57,3,0.155,0,167,0,1
BORR00434,44,Driver,25038.21,47,5,0.788,2,89,0,0
BORR00435,34,Kirana Owner,50289.21,32,4,0.898,1,88,1,0
BORR00436,46,Small Business Owner,42616.17,100,0,0.322,0,195,0,1
BORR00437,28,Delivery Partner,21412.28,62,6,0.686,3,66,0,0
BORR00438,34,Small Business Owner,39157.14,76,2,0.272,0,142,0,1
BORR00439,51,Kirana Owner,51581.14,85,0,0.08,1,157,0,1
BORR00440,22,Kirana Owner,28643.15,67,6,0.839,3,163,0,1
BORR00441,24,Kirana Owner,65244.44,35,7,0.634,1,59,1,1
BORR00442,21,Kirana Owner,48468.7,60,0,0.212,0,140,1,1
BORR00443,40,Small Business Owner,49056.83,76,1,0.328,1,173,0,1
BORR00444,34,Small Business Owner,26341.7,69,0,0.267,1,159,1,1
BORR00445,60,Driver,21951.74,81,0,0.342,0,129,0,1
BORR00446,45,Freelancer,14412.65,75,2,0.271,2,139,0,1
BORR00447,45,Kirana Owner,52978.04,97,0,0.267,1,181,0,1
BORR00448,23,Freelancer,36555.93,85,3,0.257,0,180,0,1
BORR00449,25,Freelancer,33277.59,77,2,0.298,1,152,0,1
BORR00450,58,Delivery Partner,25587.61,39,4,0.847,2,62,1,0
BORR00451,46,Kirana Owner,56376.09,83,1,0.148,0,158,0,1
BORR00452,60,Small Business Owner,46698.83,81,2,0.252,0,173,0,1
BORR00453,58,Delivery Partner,17991.65,76,0,0.268,0,209,0,1
BORR00454,58,Small Business Owner,38270.85,73,2,0.125,1,121,0,1
BORR00455,24,Kirana Owner,23002.33,59,6,0.791,2,57,1,0
BORR00456,27,Driver,20469.18,93,0,0.242,0,144,0,1
BORR00457,50,Driver,24687.13,41,3,0.702,1,118,1,0
BORR00458,50,Kirana Owner,57733.26,75,2,0.25,0,198,0,1
BORR00459,39,Delivery Partner,19367.96,55,7,0.653,3,108,0,0
BORR00460,59,Kirana Owner,45455.73,40,9,0.395,3,82,1,0
BORR00461,55,Delivery Partner,12683.66,57,6,0.71,4,130,1,0
BORR00462,60,Freelancer,18265.43,71,1,0.093,0,137,0,1
BORR00463,53,Delivery Partner,30247.76,92,0,0.251,1,241,0,1
BORR00464,53,Small Business Owner,41262.12,68,2,0.253,0,224,0,1
BORR00465,34,Kirana Owner,40083.88,73,0,0.274,0,165,0,1
BORR00466,58,Driver,28860.49,76,2,0.258,0,175,0,1
BORR00467,30,Freelancer,32991.99,76,2,0.165,1,173,0,1
BORR00468,48,Delivery Partner,15643.75,69,1,0.213,0,131,0,0
BORR00469,34,Freelancer,27642.0,75,3,0.225,0,140,0,1
BORR00470,56,Driver,32223.84,59,1,0.435,0,179,0,1
BORR00471,58,Delivery Partner,15670.73,38,11,0.721,3,95,1,0
BORR00472,36,Freelancer,44467.8,77,0,0.231,0,152,0,1
BORR00473,41,Kirana Owner,46252.35,40,5,0.639,4,109,0,1
BORR00474,48,Kirana Owner,47704.38,72,1,0.303,1,195,0,1
BORR00475,53,Driver,21083.89,57,0,0.175,1,175,0,1
BORR00476,26,Small Business Owner,28441.41,67,0,0.247,2,142,0,1
BORR00477,35,Small Business Owner,48821.31,55,7,0.703,2,53,0,0
BORR00478,23,Kirana Owner,63432.6,100,4,0.254,0,192,0,1
BORR00479,55,Freelancer,13059.34,81,1,0.227,1,190,0,1
BORR00480,34,Small Business Owner,49315.68,79,0,0.225,0,101,0,1
BORR00481,22,Freelancer,18686.51,69,2,0.353,0,153,0,1
BORR00482,49,Delivery Partner,30635.34,81,2,0.157,0,135,0,1
BORR00483,24,Small Business Owner,68507.4,80,1,0.229,1,218,0,1
BORR00484,46,Freelancer,61241.98,86,2,0.159,0,137,0,1
BORR00485,32,Delivery Partner,25608.89,73,0,0.131,1,176,0,1
BORR00486,22,Freelancer,34509.68,72,1,0.301,1,155,1,1
BORR00487,37,Delivery Partner,16229.56,46,2,0.599,3,104,0,0
BORR00488,55,Delivery Partner,28220.92,76,1,0.24,2,202,0,1
BORR00489,30,Freelancer,19602.51,80,0,0.245,0,216,0,1
BORR00490,42,Freelancer,50206.61,91,1,0.337,1,167,0,1
BORR00491,41,Delivery Partner,25742.8,91,2,0.184,0,132,0,1
BORR00492,35,Kirana Owner,36895.55,76,1,0.325,1,164,0,1
BORR00493,55,Small Business Owner,78057.15,100,2,0.378,0,147,0,1
BORR00494,41,Freelancer,57221.61,83,0,0.321,0,155,0,1
BORR00495,41,Driver,30764.37,84,2,0.227,0,127,0,1
BORR00496,41,Driver,24630.22,86,2,0.122,0,231,0,1
BORR00497,52,Small Business Owner,34147.4,91,2,0.126,0,157,0,1
BORR00498,25,Kirana Owner,58649.31,66,7,0.559,3,76,0,0
BORR00499,59,Freelancer,21483.02,72,0,0.229,0,219,0,1
BORR00500,29,Delivery Partner,25370.7,75,0,0.224,0,138,0,1
BORR00501,38,Driver,19471.0,65,2,0.218,0,163,0,1
BORR00502,41,Delivery Partner,32446.51,84,0,0.314,1,202,0,1
BORR00503,28,Delivery Partner,29116.07,88,0,0.248,1,166,0,1
BORR00504,54,Small Business Owner,41984.05,88,0,0.334,1,152,0,1
BORR00505,30,Freelancer,49541.91,81,2,0.321,1,197,0,1
BORR00506,44,Driver,23990.4,30,7,0.593,1,114,1,0
BORR00507,60,Small Business Owner,68593.82,62,1,0.216,1,119,0,1
BORR00508,44,Kirana Owner,63280.73,74,2,0.261,1,158,0,1
BORR00509,52,Small Business Owner,37952.47,73,0,0.35,0,176,1,1
BORR00510,53,Delivery Partner,18456.44,93,2,0.249,2,185,1,1
BORR00511,58,Kirana Owner,38594.62,82,2,0.354,0,166,0,1
BORR00512,54,Kirana Owner,67975.9,81,3,0.385,1,237,0,1
BORR00513,31,Driver,29234.05,65,1,0.293,1,169,0,1
BORR00514,51,Freelancer,42346.26,65,2,0.195,0,195,0,1
BORR00515,38,Driver,21451.16,49,12,0.98,2,146,1,0
BORR00516,43,Delivery Partner,22605.44,39,11,0.639,4,123,0,0
BORR00517,42,Kirana Owner,49859.55,69,4,0.267,0,156,0,1
BORR00518,38,Driver,29961.6,93,1,0.159,0,138,0,1
BORR00519,60,Kirana Owner,61618.65,70,3,0.162,0,175,0,1
BORR00520,59,Delivery Partner,14583.29,46,3,0.729,2,106,0,1
BORR00521,40,Driver,26098.27,71,0,0.22,0,204,0,1
BORR00522,33,Freelancer,46183.98,91,0,0.231,1,178,0,1
BORR00523,21,Delivery Partner,19735.49,97,1,0.137,0,143,0,1
BORR00524,24,Kirana Owner,65024.94,84,0,0.123,0,152,0,1
BORR00525,44,Small Business Owner,25698.61,72,2,0.336,0,145,0,1
BORR00526,56,Small Business Owner,29556.93,69,1,0.266,0,137,0,1
BORR00527,56,Freelancer,48279.52,71,2,0.205,0,104,0,1
BORR00528,22,Kirana Owner,35366.6,73,2,0.208,0,116,0,1
BORR00529,48,Delivery Partner,28957.63,31,6,0.627,2,113,1,1
BORR00530,46,Freelancer,44458.41,91,0,0.356,1,186,0,1
BORR00531,43,Kirana Owner,35041.76,79,0,0.216,1,148,0,1
BORR00532,35,Driver,23760.56,84,0,0.219,2,207,0,1
BORR00533,56,Kirana Owner,40795.24,66,1,0.158,1,172,0,1
BORR00534,47,Driver,29985.12,75,1,0.316,0,225,1,1
BORR00535,26,Small Business Owner,52576.94,84,0,0.198,0,172,0,1
BORR00536,55,Delivery Partner,24795.31,74,1,0.321,0,167,0,1
BORR00537,59,Small Business Owner,51728.69,81,3,0.285,1,188,0,1
BORR00538,58,Delivery Partner,35248.88,74,1,0.36,2,207,1,0
BORR00539,55,Freelancer,63380.96,90,2,0.155,1,104,0,1
BORR00540,56,Delivery Partner,17320.58,40,13,0.692,2,93,0,0
BORR00541,30,Kirana Owner,47136.52,72,0,0.204,0,162,0,1
BORR00542,50,Delivery Partner,19749.84,81,0,0.215,0,228,0,1
BORR00543,58,Small Business Owner,80550.77,81,2,0.227,0,120,0,1
BORR00544,49,Freelancer,51270.52,88,1,0.317,1,187,0,1
BORR00545,59,Delivery Partner,21967.06,66,1,0.317,1,149,0,1
BORR00546,24,Driver,31746.28,69,0,0.237,1,125,0,1
BORR00547,25,Freelancer,21759.02,46,9,0.98,1,70,0,0
BORR00548,24,Small Business Owner,48162.43,73,0,0.337,0,133,0,1
BORR00549,56,Driver,21633.58,80,1,0.295,1,104,1,1
BORR00550,36,Small Business Owner,67136.76,80,0,0.273,1,249,0,1
BORR00551,45,Driver,20696.0,69,0,0.223,0,153,0,1
BORR00552,34,Kirana Owner,41675.06,81,1,0.234,1,155,0,1
BORR00553,31,Kirana Owner,54427.91,73,2,0.292,0,146,0,1
BORR00554,49,Freelancer,54180.87,62,0,0.388,0,184,0,0
BORR00555,54,Kirana Owner,37829.18,78,0,0.042,0,117,0,1
BORR00556,42,Delivery Partner,22435.8,74,1,0.262,0,155,0,1
BORR00557,34,Freelancer,25754.19,41,3,0.891,4,92,1,0
BORR00558,44,Kirana Owner,54281.04,64,13,0.581,3,107,0,0
BORR00559,59,Freelancer,50988.67,83,1,0.192,0,202,0,1
BORR00560,46,Small Business Owner,53480.02,72,3,0.188,1,224,0,1
BORR00561,56,Freelancer,57760.8,87,1,0.263,0,138,0,1
BORR00562,59,Delivery Partner,29266.04,69,0,0.184,1,170,0,1
BORR00563,36,Delivery Partner,22568.87,31,5,0.838,1,93,0,0
BORR00564,58,Freelancer,30808.71,45,8,0.591,2,124,1,0
BORR00565,52,Kirana Owner,31829.15,70,1,0.244,0,145,0,0
BORR00566,26,Driver,20810.6,78,1,0.336,1,188,0,1
BORR00567,54,Small Business Owner,43015.03,70,0,0.299,0,156,0,1
BORR00568,28,Delivery Partner,27596.54,92,0,0.245,1,118,0,1
BORR00569,50,Freelancer,14490.48,70,0,0.284,0,144,0,1
BORR00570,47,Driver,29046.39,95,2,0.16,2,217,0,1
BORR00571,27,Kirana Owner,47868.76,89,0,0.234,1,174,0,1
BORR00572,47,Kirana Owner,40473.79,82,0,0.247,0,148,0,0
BORR00573,45,Kirana Owner,61586.77,87,1,0.127,1,230,1,1
BORR00574,35,Kirana Owner,66066.63,98,0,0.353,0,95,0,1
BORR00575,45,Small Business Owner,29505.34,73,1,0.234,0,127,0,1
BORR00576,42,Kirana Owner,32123.25,80,1,0.339,1,210,0,1
BORR00577,38,Delivery Partner,24296.23,60,10,0.639,1,58,0,0
BORR00578,32,Freelancer,57095.47,70,0,0.365,1,156,0,1
BORR00579,43,Driver,28123.87,74,1,0.159,0,176,0,1
BORR00580,59,Delivery Partner,30575.6,81,1,0.296,1,178,0,1
BORR00581,45,Freelancer,16897.15,100,0,0.284,1,112,0,1
BORR00582,30,Kirana Owner,66267.53,67,3,0.237,0,186,0,1
BORR00583,50,Freelancer,29466.45,78,1,0.23,0,183,0,1
BORR00584,30,Small Business Owner,68824.08,74,2,0.292,0,183,0,1
BORR00585,54,Small Business Owner,32069.27,84,1,0.249,0,164,0,1
BORR00586,33,Small Business Owner,32726.75,84,1,0.156,0,193,1,1
BORR00587,49,Driver,29729.45,69,5,0.572,1,100,1,0
BORR00588,58,Small Business Owner,31031.1,60,6,0.948,2,47,0,0
BORR00589,29,Small Business Owner,21544.39,55,11,0.98,3,52,1,0
BORR00590,33,Delivery Partner,29554.38,5,5,0.613,1,67,1,0
BORR00591,57,Delivery Partner,18451.97,24,4,0.694,1,82,0,0
BORR00592,34,Freelancer,41109.47,69,2,0.198,0,225,0,1
BORR00593,57,Driver,23904.51,82,1,0.125,0,242,0,1
BORR00594,29,Freelancer,17694.22,71,1,0.377,0,165,0,1
BORR00595,28,Driver,28006.16,82,0,0.115,1,206,0,1
BORR00596,59,Driver,28892.7,96,1,0.151,0,166,1,1
BORR00597,60,Kirana Owner,63094.26,89,0,0.123,0,140,0,1
BORR00598,23,Delivery Partner,31127.97,73,1,0.205,0,174,0,1
BORR00599,60,Driver,17998.73,76,0,0.453,0,220,0,1
BORR00600,53,Driver,19406.48,74,7,0.882,2,99,0,0
BORR00601,52,Driver,22969.46,46,7,0.826,4,70,1,0
BORR00602,27,Small Business Owner,29104.02,83,1,0.262,0,167,0,1
BORR00603,39,Driver,27047.57,70,1,0.153,1,182,1,1
BORR00604,54,Freelancer,49160.24,57,8,0.694,1,83,0,0
BORR00605,34,Delivery Partner,21189.74,57,12,0.855,3,81,1,0
BORR00606,39,Driver,29457.24,82,1,0.298,1,100,0,0
BORR00607,46,Kirana Owner,68616.62,91,1,0.393,0,159,0,1
BORR00608,37,Delivery Partner,28854.36,85,2,0.294,1,138,0,1
BORR00609,48,Delivery Partner,32323.95,81,0,0.333,1,178,1,1
BORR00610,39,Delivery Partner,16768.71,89,1,0.154,1,160,0,1
BORR00611,47,Delivery Partner,21902.21,46,9,0.662,3,127,0,0
BORR00612,39,Kirana Owner,52439.59,56,0,0.265,2,86,0,1
BORR00613,53,Delivery Partner,36709.45,92,2,0.135,1,167,0,1
BORR00614,27,Freelancer,18436.52,69,7,0.787,1,64,1,0
BORR00615,49,Delivery Partner,27263.06,81,1,0.134,0,139,0,1
BORR00616,25,Small Business Owner,65750.96,79,0,0.229,0,206,0,1
BORR00617,50,Driver,24096.09,53,5,0.61,2,62,0,0
BORR00618,28,Delivery Partner,32428.75,86,0,0.211,0,132,0,0
BORR00619,32,Kirana Owner,43869.33,76,1,0.182,2,165,0,1
BORR00620,33,Kirana Owner,43560.3,91,0,0.235,0,221,0,1
BORR00621,46,Small Business Owner,38706.38,86,1,0.118,1,133,0,1
BORR00622,38,Delivery Partner,18731.79,72,4,0.166,0,146,0,1
BORR00623,40,Kirana Owner,44038.19,100,0,0.286,1,149,1,1
BORR00624,36,Delivery Partner,27219.11,70,3,0.205,0,189,0,1
BORR00625,57,Driver,22224.77,59,1,0.206,0,104,0,1
BORR00626,23,Small Business Owner,47208.96,65,0,0.317,2,195,0,1
BORR00627,47,Delivery Partner,33786.59,90,1,0.29,2,111,0,1
BORR00628,35,Driver,18284.34,90,1,0.268,2,148,0,1
BORR00629,54,Delivery Partner,22192.33,39,10,0.487,3,91,0,1
BORR00630,42,Kirana Owner,54331.18,72,2,0.353,0,199,1,1
BORR00631,60,Delivery Partner,25522.41,72,1,0.251,0,160,0,1
BORR00632,43,Driver,31177.65,87,1,0.225,0,184,0,1
BORR00633,24,Driver,21133.88,66,0,0.226,0,147,0,1
BORR00634,43,Small Business Owner,77113.5,88,0,0.407,0,175,0,1
BORR00635,29,Driver,18081.65,42,3,0.565,4,143,0,1
BORR00636,44,Delivery Partner,18126.43,73,2,0.312,2,164,1,1
BORR00637,41,Delivery Partner,15903.64,74,2,0.38,1,146,0,1
BORR00638,36,Delivery Partner,24525.05,76,1,0.158,0,175,0,1
BORR00639,45,Small Business Owner,69733.99,76,0,0.425,0,202,0,1
BORR00640,46,Kirana Owner,49711.1,71,0,0.387,2,172,0,1
BORR00641,29,Freelancer,48050.63,29,7,0.867,1,118,0,1
BORR00642,35,Driver,21248.18,84,1,0.284,0,196,0,1
BORR00643,59,Delivery Partner,32623.31,87,0,0.21,1,183,0,1
BORR00644,53,Small Business Owner,56977.23,80,1,0.229,1,210,0,1
BORR00645,21,Kirana Owner,45311.36,61,4,0.515,3,104,0,1
BORR00646,25,Delivery Partner,33380.57,75,2,0.304,0,105,0,1
BORR00647,29,Delivery Partner,30305.43,89,1,0.29,1,149,0,1
BORR00648,26,Kirana Owner,31850.44,79,1,0.257,1,140,0,1
BORR00649,48,Small Business Owner,56422.68,71,1,0.38,0,135,0,1
BORR00650,46,Small Business Owner,30379.04,51,1,0.273,0,213,0,1
BORR00651,48,Kirana Owner,27242.76,37,6,0.697,4,97,0,0
BORR00652,60,Delivery Partner,32872.76,76,1,0.031,1,92,0,1
BORR00653,35,Kirana Owner,68043.89,79,1,0.401,2,156,0,1
BORR00654,26,Freelancer,61363.11,66,1,0.239,0,204,1,1
BORR00655,47,Delivery Partner,31495.32,57,1,0.322,1,191,0,0
BORR00656,58,Delivery Partner,24754.66,18,5,0.719,1,101,1,0
BORR00657,24,Delivery Partner,32839.4,78,1,0.266,0,128,0,1
BORR00658,31,Delivery Partner,23949.15,75,1,0.303,0,129,0,1
BORR00659,41,Small Business Owner,69695.07,80,0,0.194,1,166,0,1
BORR00660,50,Small Business Owner,57270.72,67,0,0.268,0,206,0,1
BORR00661,38,Driver,15404.77,89,1,0.282,0,130,0,1
BORR00662,55,Driver,29928.36,73,0,0.252,1,195,1,0
BORR00663,23,Driver,29831.52,71,1,0.262,1,135,0,1
BORR00664,32,Kirana Owner,72539.03,72,4,0.368,0,159,0,1
BORR00665,47,Kirana Owner,53874.62,47,4,0.544,3,78,1,0
BORR00666,50,Delivery Partner,22089.75,54,11,0.745,2,58,0,0
BORR00667,41,Small Business Owner,59330.72,82,2,0.29,1,153,1,1
BORR00668,58,Freelancer,36331.03,32,4,0.779,4,51,0,0
BORR00669,41,Kirana Owner,42998.74,65,0,0.252,0,147,0,1
BORR00670,58,Delivery Partner,18423.71,75,1,0.301,2,137,0,1
BORR00671,60,Kirana Owner,68993.69,79,1,0.251,2,180,0,1
BORR00672,35,Small Business Owner,65416.95,73,2,0.159,0,213,0,1
BORR00673,38,Freelancer,34220.43,60,12,0.601,4,112,0,0
BORR00674,49,Kirana Owner,41119.84,94,0,0.298,1,206,0,1
BORR00675,58,Small Business Owner,56871.86,83,0,0.222,0,93,0,1
BORR00676,41,Small Business Owner,53129.9,78,0,0.226,2,197,0,1
BORR00677,37,Kirana Owner,51970.15,45,7,0.797,2,106,1,0
BORR00678,38,Delivery Partner,32802.08,63,1,0.324,2,174,0,0
BORR00679,57,Driver,26580.85,70,2,0.275,0,171,0,1
BORR00680,58,Kirana Owner,37213.14,85,1,0.289,1,136,1,1
BORR00681,32,Delivery Partner,16214.36,68,1,0.184,0,254,0,1
BORR00682,31,Kirana Owner,57968.8,90,0,0.143,0,144,0,1
BORR00683,40,Driver,28718.16,74,2,0.267,1,217,0,1
BORR00684,29,Freelancer,38681.4,67,2,0.382,1,128,0,1
BORR00685,21,Driver,20591.28,80,2,0.265,1,168,0,1
BORR00686,23,Kirana Owner,60556.34,69,1,0.135,0,202,0,1
BORR00687,41,Kirana Owner,61626.16,87,0,0.259,0,120,1,1
BORR00688,43,Driver,21031.94,70,0,0.332,0,131,0,1
BORR00689,29,Delivery Partner,20360.45,58,0,0.297,1,104,0,1
BORR00690,39,Driver,31461.04,73,0,0.154,0,142,0,0
BORR00691,39,Kirana Owner,60230.56,62,0,0.235,1,190,0,1
BORR00692,43,Small Business Owner,50214.83,86,1,0.256,1,201,1,1
BORR00693,47,Freelancer,30986.63,88,2,0.254,1,204,0,1
BORR00694,47,Freelancer,28385.34,72,1,0.231,0,214,0,1
BORR00695,59,Delivery Partner,21222.37,52,7,0.705,3,89,0,0
BORR00696,56,Driver,22329.05,70,2,0.237,0,183,0,1
BORR00697,32,Delivery Partner,37763.22,75,1,0.307,1,172,0,1
BORR00698,47,Small Business Owner,57244.05,67,2,0.111,0,174,0,1
BORR00699,54,Kirana Owner,59279.68,49,2,0.748,1,66,1,0
BORR00700,53,Small Business Owner,65387.97,82,1,0.294,0,181,0,1
BORR00701,48,Delivery Partner,32703.61,93,0,0.232,1,185,0,1
BORR00702,51,Freelancer,51321.64,46,7,0.771,4,116,1,0
BORR00703,52,Small Business Owner,46481.56,78,1,0.362,0,207,0,1
BORR00704,40,Delivery Partner,18145.86,56,8,0.625,1,94,1,0
BORR00705,60,Freelancer,31510.59,60,6,0.716,2,69,1,0
BORR00706,55,Delivery Partner,29454.53,63,2,0.411,0,194,0,1
BORR00707,51,Freelancer,54664.25,93,0,0.293,0,167,0,1
BORR00708,51,Small Business Owner,24332.77,66,0,0.245,0,168,0,1
BORR00709,58,Freelancer,36418.79,78,0,0.158,1,152,0,1
BORR00710,42,Kirana Owner,53843.49,94,1,0.244,0,144,0,0
BORR00711,29,Delivery Partner,32991.0,79,0,0.408,1,202,0,1
BORR00712,29,Small Business Owner,61015.67,77,0,0.209,0,183,0,1
BORR00713,35,Freelancer,27195.73,81,2,0.309,1,182,0,1
BORR00714,33,Kirana Owner,55975.45,65,1,0.135,0,208,0,1
BORR00715,42,Kirana Owner,48510.44,60,2,0.224,0,120,0,1
BORR00716,36,Delivery Partner,26172.82,80,0,0.244,2,109,0,1
BORR00717,52,Freelancer,17057.78,79,0,0.227,0,119,0,1
BORR00718,22,Small Business Owner,76464.25,81,3,0.241,2,139,0,1
BORR00719,46,Delivery Partner,19815.23,67,6,0.839,1,133,1,0
BORR00720,34,Kirana Owner,29118.28,65,2,0.276,0,182,0,1
BORR00721,58,Driver,18742.62,79,1,0.207,1,134,0,1
BORR00722,54,Kirana Owner,60371.8,76,0,0.132,0,171,0,1
BORR00723,28,Small Business Owner,31917.4,49,5,0.583,4,143,1,0
BORR00724,56,Delivery Partner,28235.64,81,1,0.325,0,139,1,1
BORR00725,41,Driver,29275.2,90,2,0.053,1,159,0,1
BORR00726,48,Freelancer,28049.46,89,1,0.273,0,122,0,1
BORR00727,26,Driver,18900.97,24,8,0.738,3,97,1,0
BORR00728,40,Delivery Partner,23268.48,77,0,0.368,1,109,0,1
BORR00729,51,Small Business Owner,67179.91,81,1,0.248,1,149,0,1
BORR00730,53,Delivery Partner,29144.15,49,0,0.773,2,67,0,1
BORR00731,27,Freelancer,45141.9,39,10,0.715,2,100,0,0
BORR00732,28,Kirana Owner,70831.92,74,2,0.266,0,161,0,1
BORR00733,29,Small Business Owner,49643.15,82,1,0.162,1,195,0,0
BORR00734,22,Kirana Owner,37833.37,64,4,0.284,1,153,0,1
BORR00735,37,Kirana Owner,33144.39,74,0,0.344,0,223,0,1
BORR00736,57,Delivery Partner,33711.49,80,1,0.361,1,209,0,1
BORR00737,37,Freelancer,48056.36,82,1,0.261,0,182,0,1
BORR00738,58,Freelancer,50099.78,84,2,0.146,1,190,0,1
BORR00739,55,Kirana Owner,40158.57,71,0,0.353,1,152,0,1
BORR00740,59,Kirana Owner,62779.26,79,0,0.327,0,207,0,1
BORR00741,50,Delivery Partner,31287.84,73,0,0.264,1,221,0,1
BORR00742,26,Delivery Partner,26557.26,96,1,0.269,0,229,0,1
BORR00743,24,Small Business Owner,64747.51,63,2,0.443,0,170,0,1
BORR00744,57,Delivery Partner,33506.55,99,0,0.354,0,218,0,1
BORR00745,55,Small Business Owner,74147.74,85,1,0.048,0,178,0,1
BORR00746,29,Small Business Owner,64601.38,51,2,0.204,1,152,0,1
BORR00747,26,Driver,18228.39,73,0,0.092,0,252,0,1
BORR00748,33,Small Business Owner,76628.45,80,0,0.171,0,207,0,1
BORR00749,42,Kirana Owner,44506.34,78,4,0.116,2,146,0,1
BORR00750,48,Kirana Owner,42759.02,62,0,0.254,1,184,0,1
BORR00751,50,Small Business Owner,23944.29,72,3,0.715,4,31,0,0
BORR00752,56,Kirana Owner,29699.3,79,1,0.21,0,132,1,1
BORR00753,22,Kirana Owner,45685.79,64,2,0.268,0,188,0,1
BORR00754,56,Freelancer,52312.86,86,1,0.223,0,173,0,1
BORR00755,28,Driver,12762.53,42,4,0.64,3,88,0,1
BORR00756,29,Delivery Partner,21404.81,84,0,0.27,1,201,0,0
BORR00757,21,Small Business Owner,34372.37,67,2,0.235,2,196,0,0
BORR00758,33,Delivery Partner,20805.18,64,1,0.236,0,140,0,1
BORR00759,35,Freelancer,17863.29,88,3,0.256,2,184,0,1
BORR00760,52,Kirana Owner,61395.74,77,2,0.268,1,151,0,1
BORR00761,54,Driver,24859.59,51,6,0.551,2,126,1,0
BORR00762,51,Small Business Owner,46310.12,70,2,0.11,1,181,0,1
BORR00763,34,Delivery Partner,21376.06,80,0,0.327,0,233,0,1
BORR00764,34,Small Business Owner,78123.4,63,0,0.312,0,134,0,1
BORR00765,49,Freelancer,16338.89,36,3,0.787,4,112,1,0
BORR00766,39,Small Business Owner,69458.76,63,0,0.262,0,144,0,1
BORR00767,47,Delivery Partner,29114.25,86,0,0.316,0,211,0,1
BORR00768,29,Driver,24295.7,61,0,0.111,0,107,0,0
BORR00769,57,Freelancer,27666.67,88,1,0.249,0,137,0,1
BORR00770,57,Delivery Partner,33013.52,81,2,0.289,1,89,0,0
BORR00771,48,Small Business Owner,30303.24,25,5,0.873,1,83,1,0
BORR00772,44,Delivery Partner,28490.53,90,1,0.273,0,200,1,1
